datasetID	Species	SeqType	GeneSymbol	CellTissue	Description	Source	MainAccession	SubAccession	Assembly	CitationForShort	Citation	PubMedID	Title
SBDH60	Homo sapiens	PAR-CLIP	RTCB	HEK293	repeat 2, 4-thiouridine	GEO	GSE38201	GSM936508	hg19	Baltz AG, et al. Mol Cell 2012	Baltz AG, Munschauer M, Schwanhäusser B, Vasile A, Murakawa Y, Schueler M, Youngs N, Penfold-Brown D, Drew K, Milek M, Wyler E, Bonneau R, Selbach M, Dieterich C, Landthaler M. The mRNA-bound proteome and its global occupancy profile on protein-coding transcripts. Mol Cell. 2012 Jun 8;46(5):674-90.	22681889	The mRNA-Bound Proteome and Its Global Occupancy Profile on Protein-Coding Transcripts
SBDH61	Homo sapiens	PAR-CLIP	ZC3H7B	HEK293	repeat 2, 4-thiouridine	GEO	GSE38201	GSM936510	hg19	Baltz AG, et al. Mol Cell 2012	Baltz AG, Munschauer M, Schwanhäusser B, Vasile A, Murakawa Y, Schueler M, Youngs N, Penfold-Brown D, Drew K, Milek M, Wyler E, Bonneau R, Selbach M, Dieterich C, Landthaler M. The mRNA-bound proteome and its global occupancy profile on protein-coding transcripts. Mol Cell. 2012 Jun 8;46(5):674-90.	22681889	The mRNA-Bound Proteome and Its Global Occupancy Profile on Protein-Coding Transcripts
SBDH62	Homo sapiens	HITS-CLIP	DGCR8	HEK293T	repeat 1, D8 (endogenous DGCR8)	GEO	GSE39086	GSM955510	hg19	Macias S, et al. Nat Struct Mol Biol 2012	Macias S, Plass M, Stajuda A, Michlewski G, Eyras E, Cáceres JF. DGCR8 HITS-CLIP reveals novel functions for the Microprocessor. Nat Struct Mol Biol. 2012 Aug;19(8):760-6.	22796965	DGCR8 HITS-CLIP reveals novel functions for the Microprocessor
SBDH63	Homo sapiens	HITS-CLIP	DGCR8	HEK293T	repeat 1, T7 (overexpressed DGCR8)	GEO	GSE39086	GSM955511	hg19	Macias S, et al. Nat Struct Mol Biol 2012	Macias S, Plass M, Stajuda A, Michlewski G, Eyras E, Cáceres JF. DGCR8 HITS-CLIP reveals novel functions for the Microprocessor. Nat Struct Mol Biol. 2012 Aug;19(8):760-6.	22796965	DGCR8 HITS-CLIP reveals novel functions for the Microprocessor
SBDH64	Homo sapiens	HITS-CLIP	DGCR8	HEK293T	repeat 2, D8 (endogenous DGCR8)	GEO	GSE39086	GSM955512	hg19	Macias S, et al. Nat Struct Mol Biol 2012	Macias S, Plass M, Stajuda A, Michlewski G, Eyras E, Cáceres JF. DGCR8 HITS-CLIP reveals novel functions for the Microprocessor. Nat Struct Mol Biol. 2012 Aug;19(8):760-6.	22796965	DGCR8 HITS-CLIP reveals novel functions for the Microprocessor
SBDH65	Homo sapiens	HITS-CLIP	DGCR8	HEK293T	repeat 2, T7 (overexpressed DGCR8)	GEO	GSE39086	GSM955513	hg19	Macias S, et al. Nat Struct Mol Biol 2012	Macias S, Plass M, Stajuda A, Michlewski G, Eyras E, Cáceres JF. DGCR8 HITS-CLIP reveals novel functions for the Microprocessor. Nat Struct Mol Biol. 2012 Aug;19(8):760-6.	22796965	DGCR8 HITS-CLIP reveals novel functions for the Microprocessor
SBDH66	Homo sapiens	PAR-CLIP	FMR1	HEK293	wildtype FMRP iso1, 4-thiouridine, RNase T1	GEO	GSE39682	GSM977615	hg19	Ascano M Jr, et al. Nature 2012	Ascano M Jr, Mukherjee N, Bandaru P, Miller JB, Nusbaum JD, Corcoran DL, Langlois C, Munschauer M, Dewell S, Hafner M, Williams Z, Ohler U, Tuschl T. FMRP targets distinct mRNA sequence elements to regulate protein expression. Nature. 2012 Dec 20;492(7429):382-6.	23235829	FMRP targets distinct mRNA sequence elements to regulate protein expression
SBDH67	Homo sapiens	PAR-CLIP	FMR1	HEK293	wildtype FMRP iso7, 4-thiouridine, RNase T1	GEO	GSE39682	GSM977616	hg19	Ascano M Jr, et al. Nature 2012	Ascano M Jr, Mukherjee N, Bandaru P, Miller JB, Nusbaum JD, Corcoran DL, Langlois C, Munschauer M, Dewell S, Hafner M, Williams Z, Ohler U, Tuschl T. FMRP targets distinct mRNA sequence elements to regulate protein expression. Nature. 2012 Dec 20;492(7429):382-6.	23235829	FMRP targets distinct mRNA sequence elements to regulate protein expression
SBDH68	Homo sapiens	PAR-CLIP	FMR1	HEK293	I304N mutant FMRP iso1, 4-thiouridine, RNase T1	GEO	GSE39682	GSM977617	hg19	Ascano M Jr, et al. Nature 2012	Ascano M Jr, Mukherjee N, Bandaru P, Miller JB, Nusbaum JD, Corcoran DL, Langlois C, Munschauer M, Dewell S, Hafner M, Williams Z, Ohler U, Tuschl T. FMRP targets distinct mRNA sequence elements to regulate protein expression. Nature. 2012 Dec 20;492(7429):382-6.	23235829	FMRP targets distinct mRNA sequence elements to regulate protein expression
SBDH69	Homo sapiens	PAR-CLIP	FMR1	HEK293	I304N mutant FMRP iso7, 4-thiouridine, RNase T1	GEO	GSE39682	GSM977618	hg19	Ascano M Jr, et al. Nature 2012	Ascano M Jr, Mukherjee N, Bandaru P, Miller JB, Nusbaum JD, Corcoran DL, Langlois C, Munschauer M, Dewell S, Hafner M, Williams Z, Ohler U, Tuschl T. FMRP targets distinct mRNA sequence elements to regulate protein expression. Nature. 2012 Dec 20;492(7429):382-6.	23235829	FMRP targets distinct mRNA sequence elements to regulate protein expression
SBDH70	Homo sapiens	PAR-CLIP	FXR1	HEK293	wildtype FXR1, 4-thiouridine, RNase T1	GEO	GSE39682	GSM977619	hg19	Ascano M Jr, et al. Nature 2012	Ascano M Jr, Mukherjee N, Bandaru P, Miller JB, Nusbaum JD, Corcoran DL, Langlois C, Munschauer M, Dewell S, Hafner M, Williams Z, Ohler U, Tuschl T. FMRP targets distinct mRNA sequence elements to regulate protein expression. Nature. 2012 Dec 20;492(7429):382-6.	23235829	FMRP targets distinct mRNA sequence elements to regulate protein expression
SBDH71	Homo sapiens	PAR-CLIP	FXR2	HEK293	wildtype FXR2, 4-thiouridine, RNase T1	GEO	GSE39682	GSM977620	hg19	Ascano M Jr, et al. Nature 2012	Ascano M Jr, Mukherjee N, Bandaru P, Miller JB, Nusbaum JD, Corcoran DL, Langlois C, Munschauer M, Dewell S, Hafner M, Williams Z, Ohler U, Tuschl T. FMRP targets distinct mRNA sequence elements to regulate protein expression. Nature. 2012 Dec 20;492(7429):382-6.	23235829	FMRP targets distinct mRNA sequence elements to regulate protein expression
SBDH72	Homo sapiens	HITS-CLIP	LIN28A	H9	Flp-In-293	GEO	GSE39872	GSM980593	hg19	Wilbert ML, et al. Mol Cell 2012	Wilbert ML, Huelga SC, Kapeli K, Stark TJ, Liang TY, Chen SX, Yan BY, Nathanson JL, Hutt KR, Lovci MT, Kazan H, Vu AQ, Massirer KB, Morris Q, Hoon S, Yeo GW. LIN28 binds messenger RNAs at GGAGA motifs and regulates splicing factor abundance. Mol Cell. 2012 Oct 26;48(2):195-206.	22959275	LIN28 binds messenger RNAs at GGAGA motifs and regulates splicing factor abundance
SBDH73	Homo sapiens	HITS-CLIP	LIN28B	LIN28-V5293	pEF5/FRT/LIN28-V5 plasmid	GEO	GSE39872	GSM980594	hg19	Wilbert ML, et al. Mol Cell 2012	Wilbert ML, Huelga SC, Kapeli K, Stark TJ, Liang TY, Chen SX, Yan BY, Nathanson JL, Hutt KR, Lovci MT, Kazan H, Vu AQ, Massirer KB, Morris Q, Hoon S, Yeo GW. LIN28 binds messenger RNAs at GGAGA motifs and regulates splicing factor abundance. Mol Cell. 2012 Oct 26;48(2):195-206.	22959275	LIN28 binds messenger RNAs at GGAGA motifs and regulates splicing factor abundance
SBDH74	Homo sapiens	HITS-CLIP	EIF4A3	HeLa	repeat 1, RNase T1	GEO	GSE40778	GSM1001330	hg19	Saulière J, et al. Nat Struct Mol Biol 2012	Saulière J, Murigneux V, Wang Z, Marquenet E, Barbosa I, Le Tonquèze O, Audic Y, Paillard L, Roest Crollius H, Le Hir H. CLIP-seq of eIF4AIII reveals transcriptome-wide mapping of the human exon junction complex. Nat Struct Mol Biol. 2012 Nov;19(11):1124-31.	23085716	CLIP-seq of eIF4AIII reveals transcriptome-wide mapping of the human exon junction complex
SBDH75	Homo sapiens	HITS-CLIP	EIF4A3	HeLa	repeat 2, RNase T1	GEO	GSE40778	GSM1001331	hg19	Saulière J, et al. Nat Struct Mol Biol 2012	Saulière J, Murigneux V, Wang Z, Marquenet E, Barbosa I, Le Tonquèze O, Audic Y, Paillard L, Roest Crollius H, Le Hir H. CLIP-seq of eIF4AIII reveals transcriptome-wide mapping of the human exon junction complex. Nat Struct Mol Biol. 2012 Nov;19(11):1124-31.	23085716	CLIP-seq of eIF4AIII reveals transcriptome-wide mapping of the human exon junction complex
SBDH76	Homo sapiens	HITS-CLIP	AGO1-4	HS5	stromal cell, repeat 2, DNase and RNase A	GEO	GSE41272	GSM1013105	hg18	Balakrishnan I, et al. Stem Cells 2014	Balakrishnan I, Yang X, Brown J, Ramakrishnan A et al. Genome-wide analysis of miRNA-mRNA interactions in marrow stromal cells. Stem Cells 2014 Mar;32(3):662-73	24038734	Genome-wide analysis of miRNA-mRNA interactions in marrow stromal cells
SBDH77	Homo sapiens	HITS-CLIP	AGO1-4	HS27a	stromal cell, repeat 2, DNase and RNase A	GEO	GSE41272	GSM1013106	hg18	Balakrishnan I, et al. Stem Cells 2014	Balakrishnan I, Yang X, Brown J, Ramakrishnan A et al. Genome-wide analysis of miRNA-mRNA interactions in marrow stromal cells. Stem Cells 2014 Mar;32(3):662-73	24038734	Genome-wide analysis of miRNA-mRNA interactions in marrow stromal cells
SBDH78	Homo sapiens	HITS-CLIP	AGO1-4	HUVEC	repeat 1, DNase and RNase A	GEO	GSE41272	GSM1013107	hg18	Balakrishnan I, et al. Stem Cells 2014	Balakrishnan I, Yang X, Brown J, Ramakrishnan A et al. Genome-wide analysis of miRNA-mRNA interactions in marrow stromal cells. Stem Cells 2014 Mar;32(3):662-73	24038734	Genome-wide analysis of miRNA-mRNA interactions in marrow stromal cells
SBDH79	Homo sapiens	HITS-CLIP	AGO1-4	HS5	stromal cell, repeat 3, DNase and RNase A	GEO	GSE41272	GSM1013108	hg18	Balakrishnan I, et al. Stem Cells 2014	Balakrishnan I, Yang X, Brown J, Ramakrishnan A et al. Genome-wide analysis of miRNA-mRNA interactions in marrow stromal cells. Stem Cells 2014 Mar;32(3):662-73	24038734	Genome-wide analysis of miRNA-mRNA interactions in marrow stromal cells
SBDH80	Homo sapiens	HITS-CLIP	AGO1-4	HS27a	stromal cell, repeat 3, DNase and RNase A	GEO	GSE41272	GSM1013109	hg18	Balakrishnan I, et al. Stem Cells 2014	Balakrishnan I, Yang X, Brown J, Ramakrishnan A et al. Genome-wide analysis of miRNA-mRNA interactions in marrow stromal cells. Stem Cells 2014 Mar;32(3):662-73	24038734	Genome-wide analysis of miRNA-mRNA interactions in marrow stromal cells
SBDH81	Homo sapiens	HITS-CLIP	AGO1-4	marrow-stromal-cells	stromal cell, repeat 1, DNase and RNase A	GEO	GSE41272	GSM1013110	hg18	Balakrishnan I, et al. Stem Cells 2014	Balakrishnan I, Yang X, Brown J, Ramakrishnan A et al. Genome-wide analysis of miRNA-mRNA interactions in marrow stromal cells. Stem Cells 2014 Mar;32(3):662-73	24038734	Genome-wide analysis of miRNA-mRNA interactions in marrow stromal cells
SBDH82	Homo sapiens	HITS-CLIP	AGO1-4	HUVEC	repeat 2, DNase and RNase A	GEO	GSE41272	GSM1013111	hg18	Balakrishnan I, et al. Stem Cells 2014	Balakrishnan I, Yang X, Brown J, Ramakrishnan A et al. Genome-wide analysis of miRNA-mRNA interactions in marrow stromal cells. Stem Cells 2014 Mar;32(3):662-73	24038734	Genome-wide analysis of miRNA-mRNA interactions in marrow stromal cells
SBDH83	Homo sapiens	HITS-CLIP	AGO1-4	TrHBMEC	repeat 1, DNase and RNase A	GEO	GSE41272	GSM1013112	hg18	Balakrishnan I, et al. Stem Cells 2014	Balakrishnan I, Yang X, Brown J, Ramakrishnan A et al. Genome-wide analysis of miRNA-mRNA interactions in marrow stromal cells. Stem Cells 2014 Mar;32(3):662-73	24038734	Genome-wide analysis of miRNA-mRNA interactions in marrow stromal cells
SBDH84	Homo sapiens	HITS-CLIP	AGO1-4	marrow-stromal-cells	repeat 2, DNase and RNase A	GEO	GSE41272	GSM1013113	hg18	Balakrishnan I, et al. Stem Cells 2014	Balakrishnan I, Yang X, Brown J, Ramakrishnan A et al. Genome-wide analysis of miRNA-mRNA interactions in marrow stromal cells. Stem Cells 2014 Mar;32(3):662-73	24038734	Genome-wide analysis of miRNA-mRNA interactions in marrow stromal cells
SBDH85	Homo sapiens	HITS-CLIP	AGO1-4	marrow-stromal-cells	repeat 3, DNase and RNase A	GEO	GSE41272	GSM1013114	hg18	Balakrishnan I, et al. Stem Cells 2014	Balakrishnan I, Yang X, Brown J, Ramakrishnan A et al. Genome-wide analysis of miRNA-mRNA interactions in marrow stromal cells. Stem Cells 2014 Mar;32(3):662-73	24038734	Genome-wide analysis of miRNA-mRNA interactions in marrow stromal cells
SBDH86	Homo sapiens	HITS-CLIP	AGO1-4	marrow-stromal-cells	repeat 4, DNase and RNase A	GEO	GSE41272	GSM1013115	hg18	Balakrishnan I, et al. Stem Cells 2014	Balakrishnan I, Yang X, Brown J, Ramakrishnan A et al. Genome-wide analysis of miRNA-mRNA interactions in marrow stromal cells. Stem Cells 2014 Mar;32(3):662-73	24038734	Genome-wide analysis of miRNA-mRNA interactions in marrow stromal cells
SBDH87	Homo sapiens	HITS-CLIP	AGO1-4	marrow-stromal-cells	repeat 5, DNase and RNase A	GEO	GSE41272	GSM1013116	hg18	Balakrishnan I, et al. Stem Cells 2014	Balakrishnan I, Yang X, Brown J, Ramakrishnan A et al. Genome-wide analysis of miRNA-mRNA interactions in marrow stromal cells. Stem Cells 2014 Mar;32(3):662-73	24038734	Genome-wide analysis of miRNA-mRNA interactions in marrow stromal cells
SBDH88	Homo sapiens	HITS-CLIP	AGO1-4	TrHBMEC	repeat 2, DNase and RNase A	GEO	GSE41272	GSM1013117	hg18	Balakrishnan I, et al. Stem Cells 2014	Balakrishnan I, Yang X, Brown J, Ramakrishnan A et al. Genome-wide analysis of miRNA-mRNA interactions in marrow stromal cells. Stem Cells 2014 Mar;32(3):662-73	24038734	Genome-wide analysis of miRNA-mRNA interactions in marrow stromal cells
SBDH89	Homo sapiens	HITS-CLIP	AGO1-4	TrHBMEC	repeat 3, DNase and RNase A	GEO	GSE41272	GSM1013118	hg18	Balakrishnan I, et al. Stem Cells 2014	Balakrishnan I, Yang X, Brown J, Ramakrishnan A et al. Genome-wide analysis of miRNA-mRNA interactions in marrow stromal cells. Stem Cells 2014 Mar;32(3):662-73	24038734	Genome-wide analysis of miRNA-mRNA interactions in marrow stromal cells
SBDH90	Homo sapiens	HITS-CLIP	AGO1-4	BMEC	TrHBMEC, DNase and RNase A	GEO	GSE41272	GSE41272	hg18	Balakrishnan I, et al. Stem Cells 2014	Balakrishnan I, Yang X, Brown J, Ramakrishnan A et al. Genome-wide analysis of miRNA-mRNA interactions in marrow stromal cells. Stem Cells 2014 Mar;32(3):662-73	24038734	Genome-wide analysis of miRNA-mRNA interactions in marrow stromal cells
SBDH91	Homo sapiens	HITS-CLIP	AGO1-4	hMSC	stromal cell, DNase and RNase A	GEO	GSE41272	GSE41272	hg18	Balakrishnan I, et al. Stem Cells 2014	Balakrishnan I, Yang X, Brown J, Ramakrishnan A et al. Genome-wide analysis of miRNA-mRNA interactions in marrow stromal cells. Stem Cells 2014 Mar;32(3):662-73	24038734	Genome-wide analysis of miRNA-mRNA interactions in marrow stromal cells
SBDH92	Homo sapiens	HITS-CLIP	AGO1-4	HS27a	stromal cell, DNase and RNase A	GEO	GSE41272	GSE41272	hg18	Balakrishnan I, et al. Stem Cells 2014	Balakrishnan I, Yang X, Brown J, Ramakrishnan A et al. Genome-wide analysis of miRNA-mRNA interactions in marrow stromal cells. Stem Cells 2014 Mar;32(3):662-73	24038734	Genome-wide analysis of miRNA-mRNA interactions in marrow stromal cells
SBDH93	Homo sapiens	HITS-CLIP	AGO1-4	HS5	stromal cell, DNase and RNase A	GEO	GSE41272	GSE41272	hg18	Balakrishnan I, et al. Stem Cells 2014	Balakrishnan I, Yang X, Brown J, Ramakrishnan A et al. Genome-wide analysis of miRNA-mRNA interactions in marrow stromal cells. Stem Cells 2014 Mar;32(3):662-73	24038734	Genome-wide analysis of miRNA-mRNA interactions in marrow stromal cells
SBDH94	Homo sapiens	HITS-CLIP	AGO1-4	HUVEC	Primary human umbilical vein endothelium, DNase and RNase A	GEO	GSE41272	GSE41272	hg18	Balakrishnan I, et al. Stem Cells 2014	Balakrishnan I, Yang X, Brown J, Ramakrishnan A et al. Genome-wide analysis of miRNA-mRNA interactions in marrow stromal cells. Stem Cells 2014 Mar;32(3):662-73	24038734	Genome-wide analysis of miRNA-mRNA interactions in marrow stromal cells
SBDH95	Homo sapiens	HITS-CLIP	AGO1-4	HS27a	stromal cell, repeat 1, DNase and RNase A	GEO	GSE41272	GSM1013103	hg18	Balakrishnan I, et al. Stem Cells 2014	Balakrishnan I, Yang X, Brown J, Ramakrishnan A et al. Genome-wide analysis of miRNA-mRNA interactions in marrow stromal cells. Stem Cells 2014 Mar;32(3):662-73	24038734	Genome-wide analysis of miRNA-mRNA interactions in marrow stromal cells
SBDH96	Homo sapiens	HITS-CLIP	AGO1-4	HS5	stromal cell, repeat 1, DNase and RNase A	GEO	GSE41272	GSM1013104	hg18	Balakrishnan I, et al. Stem Cells 2014	Balakrishnan I, Yang X, Brown J, Ramakrishnan A et al. Genome-wide analysis of miRNA-mRNA interactions in marrow stromal cells. Stem Cells 2014 Mar;32(3):662-73	24038734	Genome-wide analysis of miRNA-mRNA interactions in marrow stromal cells
SBDH97	Homo sapiens	HITS-CLIP	AGO1-4	BCBL-1	mRNA library, KSHV-infected, anti-Argonaute 2A8, repeat 4	GEO	GSE41357	GSM1015448	hg19	Haecker I, et al. PLoS Pathog 2012	Haecker I, Gay LA, Yang Y, Hu J, Morse AM, McIntyre LM, Renne R. Ago HITS-CLIP expands understanding of Kaposi's sarcoma-associated herpesvirus miRNA function in primary effusion lymphomas. PLoS Pathog. 2012;8(8):e1002884.	22927820	Ago HITS-CLIP expands understanding of Kaposi's sarcoma-associated herpesvirus miRNA function in primary effusion lymphomas
SBDH98	Homo sapiens	HITS-CLIP	AGO1-4	BC-3	mRNA library, KSHV-infected, anti-Argonaute 2A8, repeat 3	GEO	GSE41357	GSM1015449	hg19	Haecker I, et al. PLoS Pathog 2012	Haecker I, Gay LA, Yang Y, Hu J, Morse AM, McIntyre LM, Renne R. Ago HITS-CLIP expands understanding of Kaposi's sarcoma-associated herpesvirus miRNA function in primary effusion lymphomas. PLoS Pathog. 2012;8(8):e1002884.	22927820	Ago HITS-CLIP expands understanding of Kaposi's sarcoma-associated herpesvirus miRNA function in primary effusion lymphomas
SBDH99	Homo sapiens	PAR-CLIP	AGO2	EF3D-AGO2	EBV B95-8-infected, 4-thiouridine, RNase T1	GEO	GSE41437	GSM1020021	hg19	Skalsky RL, et al. PLoS Pathog 2012	Skalsky RL, Corcoran DL, Gottwein E, Frank CL, Kang D, Hafner M, Nusbaum JD, Feederle R, Delecluse HJ, Luftig MA, Tuschl T, Ohler U, Cullen BR. The viral and cellular microRNA targetome in lymphoblastoid cell lines. PLoS Pathog. 2012 Jan;8(1):e1002484.	22291592	The viral and cellular microRNA targetome in lymphoblastoid cell lines
SBDH100	Homo sapiens	PAR-CLIP	AGO2	LCL35	EBV B95-8-infected, 4-thiouridine, RNase T1	GEO	GSE41437	GSM1020022	hg19	Skalsky RL, et al. PLoS Pathog 2012	Skalsky RL, Corcoran DL, Gottwein E, Frank CL, Kang D, Hafner M, Nusbaum JD, Feederle R, Delecluse HJ, Luftig MA, Tuschl T, Ohler U, Cullen BR. The viral and cellular microRNA targetome in lymphoblastoid cell lines. PLoS Pathog. 2012 Jan;8(1):e1002484.	22291592	The viral and cellular microRNA targetome in lymphoblastoid cell lines
SBDH101	Homo sapiens	PAR-CLIP	AGO2	LCL-BAC	EBV B95-8-infected, 4-thiouridine, RNase T1	GEO	GSE41437	GSM1020023	hg19	Skalsky RL, et al. PLoS Pathog 2012	Skalsky RL, Corcoran DL, Gottwein E, Frank CL, Kang D, Hafner M, Nusbaum JD, Feederle R, Delecluse HJ, Luftig MA, Tuschl T, Ohler U, Cullen BR. The viral and cellular microRNA targetome in lymphoblastoid cell lines. PLoS Pathog. 2012 Jan;8(1):e1002484.	22291592	The viral and cellular microRNA targetome in lymphoblastoid cell lines
SBDH102	Homo sapiens	PAR-CLIP	AGO2	LCL-BACD1	EBV B95-8-infected, 4-thiouridine, RNase T1	GEO	GSE41437	GSM1020024	hg19	Skalsky RL, et al. PLoS Pathog 2012	Skalsky RL, Corcoran DL, Gottwein E, Frank CL, Kang D, Hafner M, Nusbaum JD, Feederle R, Delecluse HJ, Luftig MA, Tuschl T, Ohler U, Cullen BR. The viral and cellular microRNA targetome in lymphoblastoid cell lines. PLoS Pathog. 2012 Jan;8(1):e1002484.	22291592	The viral and cellular microRNA targetome in lymphoblastoid cell lines
SBDH103	Homo sapiens	PAR-CLIP	AGO2	LCL-BACD3	EBV B95-8-infected, 4-thiouridine, RNase T1	GEO	GSE41437	GSM1020025	hg19	Skalsky RL, et al. PLoS Pathog 2012	Skalsky RL, Corcoran DL, Gottwein E, Frank CL, Kang D, Hafner M, Nusbaum JD, Feederle R, Delecluse HJ, Luftig MA, Tuschl T, Ohler U, Cullen BR. The viral and cellular microRNA targetome in lymphoblastoid cell lines. PLoS Pathog. 2012 Jan;8(1):e1002484.	22291592	The viral and cellular microRNA targetome in lymphoblastoid cell lines
SBDH104	Homo sapiens	HITS-CLIP	AGO2	HeLa	repeat 4, control shRNA	GEO	GSE42701	GSM1048186	hg19	Xue Y, et al. Cell 2013	Xue Y, Ouyang K, Huang J, Zhou Y, Ouyang H, Li H, Wang G, Wu Q, Wei C, Bi Y, Jiang L, Cai Z, Sun H, Zhang K, Zhang Y, Chen J, Fu XD. Direct conversion of fibroblasts to neurons by reprogramming PTB-regulated microRNA circuits. Cell. 2013 Jan 17;152(1-2):82-96.	23313552	Direct conversion of fibroblasts to neurons by reprogramming PTB-regulated microRNA circuits
SBDH105	Homo sapiens	HITS-CLIP	AGO2	HeLa	repeat 4, PTB specific shRNA	GEO	GSE42701	GSM1048187	hg19	Xue Y, et al. Cell 2013	Xue Y, Ouyang K, Huang J, Zhou Y, Ouyang H, Li H, Wang G, Wu Q, Wei C, Bi Y, Jiang L, Cai Z, Sun H, Zhang K, Zhang Y, Chen J, Fu XD. Direct conversion of fibroblasts to neurons by reprogramming PTB-regulated microRNA circuits. Cell. 2013 Jan 17;152(1-2):82-96.	23313552	Direct conversion of fibroblasts to neurons by reprogramming PTB-regulated microRNA circuits
SBDH106	Homo sapiens	HITS-CLIP	PTBP1	HeLa	None	GEO	GSE42701	GSM1048188	hg19	Xue Y, et al. Cell 2013	Xue Y, Ouyang K, Huang J, Zhou Y, Ouyang H, Li H, Wang G, Wu Q, Wei C, Bi Y, Jiang L, Cai Z, Sun H, Zhang K, Zhang Y, Chen J, Fu XD. Direct conversion of fibroblasts to neurons by reprogramming PTB-regulated microRNA circuits. Cell. 2013 Jan 17;152(1-2):82-96.	23313552	Direct conversion of fibroblasts to neurons by reprogramming PTB-regulated microRNA circuits
SBDH107	Homo sapiens	HITS-CLIP	TAF15	temporal-cortex	brain, main signal (1L), Dnase I and RNase T1	GEO	GSE43294	GSM1060205	hg19	Ibrahim F, et al. Cell Rep 2013	Ibrahim F, Maragkakis M, Alexiou P, Maronski MA et al. Identification of in vivo, conserved, TAF15 RNA binding sites reveals the impact of TAF15 on the neuronal transcriptome. Cell Rep 2013 Feb 21;3(2):301-8	23416048	Identification of in vivo, conserved, TAF15 RNA binding sites reveals the impact of TAF15 on the neuronal transcriptome
SBDH108	Homo sapiens	HITS-CLIP	TAF15	temporal-cortex	brain, main signal (2L), Dnase I and RNase T1	GEO	GSE43294	GSM1060206	hg19	Ibrahim F, et al. Cell Rep 2013	Ibrahim F, Maragkakis M, Alexiou P, Maronski MA et al. Identification of in vivo, conserved, TAF15 RNA binding sites reveals the impact of TAF15 on the neuronal transcriptome. Cell Rep 2013 Feb 21;3(2):301-8	23416048	Identification of in vivo, conserved, TAF15 RNA binding sites reveals the impact of TAF15 on the neuronal transcriptome
SBDH109	Homo sapiens	HITS-CLIP	TAF15	temporal-cortex	brain, higher signal (2H), Dnase I and RNase T1	GEO	GSE43294	GSM1060207	hg19	Ibrahim F, et al. Cell Rep 2013	Ibrahim F, Maragkakis M, Alexiou P, Maronski MA et al. Identification of in vivo, conserved, TAF15 RNA binding sites reveals the impact of TAF15 on the neuronal transcriptome. Cell Rep 2013 Feb 21;3(2):301-8	23416048	Identification of in vivo, conserved, TAF15 RNA binding sites reveals the impact of TAF15 on the neuronal transcriptome
SBDH110	Homo sapiens	HITS-CLIP	TAF15	temporal-cortex	brain, main signal (3L), Dnase I and RNase T1	GEO	GSE43294	GSM1060208	hg19	Ibrahim F, et al. Cell Rep 2013	Ibrahim F, Maragkakis M, Alexiou P, Maronski MA et al. Identification of in vivo, conserved, TAF15 RNA binding sites reveals the impact of TAF15 on the neuronal transcriptome. Cell Rep 2013 Feb 21;3(2):301-8	23416048	Identification of in vivo, conserved, TAF15 RNA binding sites reveals the impact of TAF15 on the neuronal transcriptome
SBDH111	Homo sapiens	HITS-CLIP	TAF15	temporal-cortex	brain, higher signal (3H), Dnase I and RNase T1	GEO	GSE43294	GSM1060209	hg19	Ibrahim F, et al. Cell Rep 2013	Ibrahim F, Maragkakis M, Alexiou P, Maronski MA et al. Identification of in vivo, conserved, TAF15 RNA binding sites reveals the impact of TAF15 on the neuronal transcriptome. Cell Rep 2013 Feb 21;3(2):301-8	23416048	Identification of in vivo, conserved, TAF15 RNA binding sites reveals the impact of TAF15 on the neuronal transcriptome
SBDH112	Homo sapiens	HITS-CLIP	FUS	temporal-cortex	brain, replicate1, Dnase I and RNase T1	GEO	GSE43308	GSM1060381	hg19	Nakaya T, et al. RNA 2013	Nakaya T, Alexiou P, Maragkakis M, Chang A, Mourelatos Z. FUS regulates genes coding for RNA-binding proteins in neurons by binding to their highly conserved introns. RNA. 2013 Apr;19(4):498-509.	23389473	FUS regulates genes coding for RNA-binding proteins in neurons by binding to their highly conserved introns
SBDH113	Homo sapiens	HITS-CLIP	FUS	temporal-cortex	brain, replicate2, Dnase I and RNase T1	GEO	GSE43308	GSM1060382	hg19	Nakaya T, et al. RNA 2013	Nakaya T, Alexiou P, Maragkakis M, Chang A, Mourelatos Z. FUS regulates genes coding for RNA-binding proteins in neurons by binding to their highly conserved introns. RNA. 2013 Apr;19(4):498-509.	23389473	FUS regulates genes coding for RNA-binding proteins in neurons by binding to their highly conserved introns
SBDH114	Homo sapiens	HITS-CLIP	FUS	temporal-cortex	brain, replicate3, Dnase I and RNase T1	GEO	GSE43308	GSM1060383	hg19	Nakaya T, et al. RNA 2013	Nakaya T, Alexiou P, Maragkakis M, Chang A, Mourelatos Z. FUS regulates genes coding for RNA-binding proteins in neurons by binding to their highly conserved introns. RNA. 2013 Apr;19(4):498-509.	23389473	FUS regulates genes coding for RNA-binding proteins in neurons by binding to their highly conserved introns
