datasetID	Species	SeqType	GeneSymbol	CellTissue	Description	Source	MainAccession	SubAccession	Assembly	CitationForShort	Citation	PubMedID	Title
SBDM57	Mus musculus	iCLIP	Suz12	mESC	No Tamoxifen, Jarid2 KO	GEO	GSE66829	GSM1632841	mm9	Beltran M, et al. Genome Res 2016	Beltran M, Yates CM, Skalska L, Dawson M et al. The interaction of PRC2 with RNA or chromatin is mutually antagonistic. Genome Res 2016 Jul;26(7):896-907.	27197219	The interaction of PRC2 with RNA or chromatin is mutually antagonistic
SBDM58	Mus musculus	iCLIP	Fus	mESC	No Tamoxifen, Ezh2 wild type	GEO	GSE66829	GSM1632839	mm9	Beltran M, et al. Genome Res 2016	Beltran M, Yates CM, Skalska L, Dawson M et al. The interaction of PRC2 with RNA or chromatin is mutually antagonistic. Genome Res 2016 Jul;26(7):896-907.	27197219	The interaction of PRC2 with RNA or chromatin is mutually antagonistic
SBDM59	Mus musculus	iCLIP	Hnrnpc	mESC	No Tamoxifen, Ezh2 wild type	GEO	GSE66829	GSM1632840	mm9	Beltran M, et al. Genome Res 2016	Beltran M, Yates CM, Skalska L, Dawson M et al. The interaction of PRC2 with RNA or chromatin is mutually antagonistic. Genome Res 2016 Jul;26(7):896-907.	27197219	The interaction of PRC2 with RNA or chromatin is mutually antagonistic
SBDM60	Mus musculus	iCLIP	Suz12	mESC	Plus Tamoxifen, Jarid2 WT	GEO	GSE66829	GSM1968313	mm9	Beltran M, et al. Genome Res 2016	Beltran M, Yates CM, Skalska L, Dawson M et al. The interaction of PRC2 with RNA or chromatin is mutually antagonistic. Genome Res 2016 Jul;26(7):896-907.	27197219	The interaction of PRC2 with RNA or chromatin is mutually antagonistic
SBDM61	Mus musculus	iCLIP	Eed	mESC	No Tamoxifen, Ezh2 wild type	GEO	GSE66829	GSM1968314	mm9	Beltran M, et al. Genome Res 2016	Beltran M, Yates CM, Skalska L, Dawson M et al. The interaction of PRC2 with RNA or chromatin is mutually antagonistic. Genome Res 2016 Jul;26(7):896-907.	27197219	The interaction of PRC2 with RNA or chromatin is mutually antagonistic
SBDM62	Mus musculus	HITS-CLIP	Yy1	mESC	BirA BioYY1, mStrand	GEO	GSE68196	GSM1665564	mm9	Sigova AA, et al. Science 2015	Sigova AA, Abraham BJ, Ji X, Molinie B et al. Transcription factor trapping by RNA in gene regulatory elements. Science 2015 Nov 20;350(6263):978-81. 	26516199	Transcription factor trapping by RNA in gene regulatory elements
SBDM63	Mus musculus	HITS-CLIP	Yy1	mESC	BirA BioYY1, pStrand	GEO	GSE68196	GSM1665564	mm9	Sigova AA, et al. Science 2015	Sigova AA, Abraham BJ, Ji X, Molinie B et al. Transcription factor trapping by RNA in gene regulatory elements. Science 2015 Nov 20;350(6263):978-81. 	26516199	Transcription factor trapping by RNA in gene regulatory elements
SBDM64	Mus musculus	HITS-CLIP	Nova1	cortex	brain, CD1, embryonic day 18.5, rep1-3	GEO	GSE69710	GSE69710	mm9	Saito Y, Miranda-Rottmann S, Ruggiu M, Park CY et al. NOVA2-mediated RNA regulation is required for axonal pathfinding during development. Elife 2016 May 25;5.	Saito Y, Miranda-Rottmann S, Ruggiu M, Park CY et al. NOVA2-mediated RNA regulation is required for axonal pathfinding during development. Elife 2016 May 25;5.	27223325	Saito Y, Miranda-Rottmann S, Ruggiu M, Park CY et al. NOVA2-mediated RNA regulation is required for axonal pathfinding during development. Elife 2016 May 25;5.
SBDM65	Mus musculus	HITS-CLIP	Nova2	cortex	brain, CD1, embryonic day 18.5, rep1-3	GEO	GSE69710	GSE69710	mm9	Saito Y, Miranda-Rottmann S, Ruggiu M, Park CY et al. NOVA2-mediated RNA regulation is required for axonal pathfinding during development. Elife 2016 May 25;5.	Saito Y, Miranda-Rottmann S, Ruggiu M, Park CY et al. NOVA2-mediated RNA regulation is required for axonal pathfinding during development. Elife 2016 May 25;5.	27223325	Saito Y, Miranda-Rottmann S, Ruggiu M, Park CY et al. NOVA2-mediated RNA regulation is required for axonal pathfinding during development. Elife 2016 May 25;5.
SBDM66	Mus musculus	HITS-CLIP	Taf15	brain	WT, C57Bl, run1-2	GEO	GSE77700	GSM2056777	mm9	-	-	-	-
SBDM67	Mus musculus	iCLIP	Ddx46	RAW264.7	uninfected, rep1	GEO	GSE81386	GSM2151605	mm9	-	-	-	-
SBDM68	Mus musculus	iCLIP	Ddx46	RAW264.7	uninfected, rep2	GEO	GSE81386	GSM2151606	mm9	-	-	-	-
SBDM69	Mus musculus	iCLIP	Ddx46	RAW264.7	VSV infected, rep1	GEO	GSE81386	GSM2151607	mm9	-	-	-	-
SBDM70	Mus musculus	iCLIP	Ddx46	RAW264.7	VSV infected, rep2	GEO	GSE81386	GSM2151608	mm9	-	-	-	-
SBDM71	Mus musculus	HITS-CLIP	Igf2bp2	brain	Embryonic (E14), Swiss Webster	GEO	GSE83822	GSE83822	mm9	-	-	-	-
SBDM72	Mus musculus	HITS-CLIP	Msi1	intestine	epithelial, Wild-type, no dox, rep1	GEO	GSE54598	GSM1319810	mm10	Li N, et al. Cell Rep 2015	Li N, Yousefi M, Nakauka-Ddamba A, Li F et al. The Msi Family of RNA-Binding Proteins Function Redundantly as Intestinal Oncoproteins. Cell Rep 2015 Dec 22;13(11):2440-55.	26673327	The Msi Family of RNA-Binding Proteins Function Redundantly as Intestinal Oncoproteins
SBDM73	Mus musculus	HITS-CLIP	Msi1	intestine	epithelial, Wild-type, no dox, rep2	GEO	GSE54598	GSM1319811	mm10	Li N, et al. Cell Rep 2015	Li N, Yousefi M, Nakauka-Ddamba A, Li F et al. The Msi Family of RNA-Binding Proteins Function Redundantly as Intestinal Oncoproteins. Cell Rep 2015 Dec 22;13(11):2440-55.	26673327	The Msi Family of RNA-Binding Proteins Function Redundantly as Intestinal Oncoproteins
SBDM74	Mus musculus	HITS-CLIP	Msi1	intestine	epithelial, TRE-Msi1, dox, rep1	GEO	GSE54598	GSM1319812	mm10	Li N, et al. Cell Rep 2015	Li N, Yousefi M, Nakauka-Ddamba A, Li F et al. The Msi Family of RNA-Binding Proteins Function Redundantly as Intestinal Oncoproteins. Cell Rep 2015 Dec 22;13(11):2440-55.	26673327	The Msi Family of RNA-Binding Proteins Function Redundantly as Intestinal Oncoproteins
SBDM75	Mus musculus	HITS-CLIP	Msi1	intestine	epithelial, TRE-Msi1, dox, rep2	GEO	GSE54598	GSM1319813	mm10	Li N, et al. Cell Rep 2015	Li N, Yousefi M, Nakauka-Ddamba A, Li F et al. The Msi Family of RNA-Binding Proteins Function Redundantly as Intestinal Oncoproteins. Cell Rep 2015 Dec 22;13(11):2440-55.	26673327	The Msi Family of RNA-Binding Proteins Function Redundantly as Intestinal Oncoproteins
SBDM76	Mus musculus	iCLIP	Zfp36	BMDM	immortalized primary cells, WT, 6h Doxycycline/1h LPS, strain: C57BL/6	GEO	GSE81249	GSE81249	mm10	Tiedje C, et al. Nucleic Acids Res 2016	Tiedje C, Diaz-Muñoz MD, Trulley P, Ahlfors H et al. The RNA-binding protein TTP is a global post-transcriptional regulator of feedback control in inflammation.Nucleic Acids Res 2016 May 24.	27220464	The RNA-binding protein TTP is a global post-transcriptional regulator of feedback control in inflammation
SBDM77	Mus musculus	iCLIP	Zfp36	BMDM	immortalized primary cells, WT, 6h Doxycycline/4h LPSS, strain: C57BL/6	GEO	GSE81249	GSE81249	mm10	Tiedje C, et al. Nucleic Acids Res 2016	Tiedje C, Diaz-Muñoz MD, Trulley P, Ahlfors H et al. The RNA-binding protein TTP is a global post-transcriptional regulator of feedback control in inflammation.Nucleic Acids Res 2016 May 24.	27220464	The RNA-binding protein TTP is a global post-transcriptional regulator of feedback control in inflammation
SBDM78	Mus musculus	iCLIP	Zfp36	BMDM	immortalized primary cells, non-MK2-phosphorylatable TTP mutant (TTP-AA), 6h Doxycycline/4h LPSS, strain: C57BL/6	GEO	GSE81249	GSE81249	mm10	Tiedje C, et al. Nucleic Acids Res 2016	Tiedje C, Diaz-Muñoz MD, Trulley P, Ahlfors H et al. The RNA-binding protein TTP is a global post-transcriptional regulator of feedback control in inflammation.Nucleic Acids Res 2016 May 24.	27220464	The RNA-binding protein TTP is a global post-transcriptional regulator of feedback control in inflammation
SBDM79	Mus musculus	iCLIP	Zfp36	BMDM	immortalized primary cells, non-MK2-phosphorylatable TTP mutant (TTP-AA), 6h Doxycycline/1h LPS, strain: C57BL/6	GEO	GSE81249	GSE81249	mm10	Tiedje C, et al. Nucleic Acids Res 2016	Tiedje C, Diaz-Muñoz MD, Trulley P, Ahlfors H et al. The RNA-binding protein TTP is a global post-transcriptional regulator of feedback control in inflammation.Nucleic Acids Res 2016 May 24.	27220464	The RNA-binding protein TTP is a global post-transcriptional regulator of feedback control in inflammation
SBDM80	Mus musculus	iCLIP	Zfp36	BMDM	immortalized primary cells, non-MK2-phosphorylatable TTP mutant (TTP-AA), 6h Doxycycline, Non stimulated, strain: C57BL/6	GEO	GSE81249	GSE81249	mm10	Tiedje C, et al. Nucleic Acids Res 2016	Tiedje C, Diaz-Muñoz MD, Trulley P, Ahlfors H et al. The RNA-binding protein TTP is a global post-transcriptional regulator of feedback control in inflammation.Nucleic Acids Res 2016 May 24.	27220464	The RNA-binding protein TTP is a global post-transcriptional regulator of feedback control in inflammation
SBDM81	Mus musculus	iCLIP	Zfp36	BMDM	immortalized primary cells, WT, 6h Doxycycline, Non stimulated, strain: C57BL/6	GEO	GSE81249	GSE81249	mm10	Tiedje C, et al. Nucleic Acids Res 2016	Tiedje C, Diaz-Muñoz MD, Trulley P, Ahlfors H et al. The RNA-binding protein TTP is a global post-transcriptional regulator of feedback control in inflammation.Nucleic Acids Res 2016 May 24.	27220464	The RNA-binding protein TTP is a global post-transcriptional regulator of feedback control in inflammation
SBDM82	Mus musculus	HITS-CLIP	Mbnl2	quadriceps-muscle	WT, 15-16 weeks, RNase A	GEO	GSE47794	GSE47794	mm9	Lee KY, et al. EMBO Mol Med 2013	Lee KY, Li M, Manchanda M, Batra R et al. Compound loss of muscleblind-like function in myotonic dystrophy. EMBO Mol Med 2013 Dec;5(12):1887-900	24293317	Compound loss of muscleblind-like function in myotonic dystrophy
SBDM84	Mus musculus	CLEAR-CLIP	Ago2	cortex	P13, C57BL6/J, complex MW (kD): 130-150, Illumina MiSeq	GEO	GSE73058	GSE73058	mm9	-	-	-	-
SBDM85	Mus musculus	iCLIP	Ptbp1	Splenic-B-cells	PTBP1 Iclip	GEO	GSE100969	GSE100969	mm10	-	-	-	-
SBDM86	Mus musculus	HITS-CLIP	Ptbp2	Testis	CD1, 8 weeks, Male, rep1-3	GEO	GSE79104	GSE79104	mm9	Hannigan MM et al.  Cell Rep 2017 	Hannigan MM, Zagore LL, Licatalosi DD. Ptbp2 Controls an Alternative Splicing Network Required for Cell Communication during Spermatogenesis. Cell Rep2017 Jun 20;19(12):2598-2612. PMID: 28636946	28636946	Ptbp2 Controls an Alternative Splicing Network Required for Cell Communication during Spermatogenesis.
SBDM89	Mus musculus	HITS-CLIP	Ago2	P19	antibody: 2D4 clone from Wako Chemicals, Ion Torrent Proton, rep1-3, cims	GEO	GSE85219	GSE85219	mm10	Bottini S, Hamouda-Tekaya N, Tanasa B, Zaragosi LE et al.	Bottini S, Hamouda-Tekaya N, Tanasa B, Zaragosi LE et al. From benchmarking HITS-CLIP peak detection programs to a new method for identification of miRNA-binding sites from Ago2-CLIP data. Nucleic Acids Res 2017 May 19;45(9):e71.	28108660	From benchmarking HITS-CLIP peak detection programs to a new method for identification of miRNA-binding sites from Ago2-CLIP data.
SBDM90	Mus musculus	HITS-CLIP	Ago2	P19	antibody: 2D4 clone from Wako Chemicals, Ion Torrent Proton, rep1-3, pipeclip	GEO	GSE85219	GSE85219	mm10	Bottini S, Hamouda-Tekaya N, Tanasa B, Zaragosi LE et al.	Bottini S, Hamouda-Tekaya N, Tanasa B, Zaragosi LE et al. From benchmarking HITS-CLIP peak detection programs to a new method for identification of miRNA-binding sites from Ago2-CLIP data. Nucleic Acids Res 2017 May 19;45(9):e71.	28108660	From benchmarking HITS-CLIP peak detection programs to a new method for identification of miRNA-binding sites from Ago2-CLIP data.
SBDM91	Mus musculus	HITS-CLIP	Ago2	P19	antibody: 2D4 clone from Wako Chemicals, Ion Torrent Proton, rep1-3, piranha	GEO	GSE85219	GSE85219	mm10	Bottini S, Hamouda-Tekaya N, Tanasa B, Zaragosi LE et al.	Bottini S, Hamouda-Tekaya N, Tanasa B, Zaragosi LE et al. From benchmarking HITS-CLIP peak detection programs to a new method for identification of miRNA-binding sites from Ago2-CLIP data. Nucleic Acids Res 2017 May 19;45(9):e71.	28108660	From benchmarking HITS-CLIP peak detection programs to a new method for identification of miRNA-binding sites from Ago2-CLIP data.
SBDM92	Mus musculus	HITS-CLIP	Ago2	P19	antibody: 2D4 clone from Wako Chemicals, Ion Torrent Proton, rep1-3, pyicoclip	GEO	GSE85219	GSE85219	mm10	Bottini S, Hamouda-Tekaya N, Tanasa B, Zaragosi LE et al.	Bottini S, Hamouda-Tekaya N, Tanasa B, Zaragosi LE et al. From benchmarking HITS-CLIP peak detection programs to a new method for identification of miRNA-binding sites from Ago2-CLIP data. Nucleic Acids Res 2017 May 19;45(9):e71.	28108660	From benchmarking HITS-CLIP peak detection programs to a new method for identification of miRNA-binding sites from Ago2-CLIP data.
SBDM93	Mus musculus	iCLIP	Hnrnpa2b1	spinal-cord	strain: c57bl/6j, 8weeks, vendor: Genetex	GEO	GSE86041	GSE86041	mm9	Martinez FJ, Pratt GA, Van Nostrand EL, Batra R et al.	Martinez FJ, Pratt GA, Van Nostrand EL, Batra R et al. Protein-RNA Networks Regulated by Normal and ALS-Associated Mutant HNRNPA2B1 in the Nervous System. Neuron 2016 Nov 23;92(4):780-795.	27773581	Protein-RNA Networks Regulated by Normal and ALS-Associated Mutant HNRNPA2B1 in the Nervous System.
SBDM94	Mus musculus	HITS-CLIP	Ago2	P19	Ago2 HITS-CLIP	GEO	GSE89027	GSE89027	mm10	Bottini S et al. Nat Commun. 2017	Bottini S, Hamouda-Tekaya N, Mategot R et al. Post-transcriptional gene silencing mediated by microRNAs is controlled by nucleoplasmic Sfpq.Nat Commun. 2017 Oct 30;8(1):1189.PMID: 29084942	29084942	Post-transcriptional gene silencing mediated by microRNAs is controlled by nucleoplasmic Sfpq.
SBDM95	Mus musculus	HITS-CLIP	Ago2	P19	Ago2 HITS-CLIP in let-7a transfection	GEO	GSE89027	GSE89027	mm10	Bottini S et al. Nat Commun. 2017	Bottini S, Hamouda-Tekaya N, Mategot R et al. Post-transcriptional gene silencing mediated by microRNAs is controlled by nucleoplasmic Sfpq.Nat Commun. 2017 Oct 30;8(1):1189.PMID: 29084942	29084942	Post-transcriptional gene silencing mediated by microRNAs is controlled by nucleoplasmic Sfpq.
SBDM96	Mus musculus	PAR-CLIP	Hdlbp	hepatocytes	 primary hepatocytes, C57BL/6, rep1	GEO	GSE78084	GSM2066542	mm10	-	-	-	-
SBDM97	Mus musculus	PAR-CLIP	Hdlbp	hepatocytes	 primary hepatocytes, C57BL/6, rep2	GEO	GSE78084	GSM2066543	mm10	-	-	-	-
SBDM98	Mus musculus	PAR-CLIP	Qk	GSCs	QPP glioblastoma stem cells, Pten-/- p53-/- QKI-/- with QKI-5 overexpresion	GEO	GSE84132	GSM2227581	mm10	Shingu T, Ho AL, Yuan L, Zhou X et al.	Shingu T, Ho AL, Yuan L, Zhou X et al. Qki deficiency maintains stemness of glioma stem cells in suboptimal environment by downregulating endolysosomal degradation. Nat Genet 2017 Jan;49(1):75-86.	27841882	Qki deficiency maintains stemness of glioma stem cells in suboptimal environment by downregulating endolysosomal degradation.
SBDM99	Mus musculus	PAR-CLIP	Qk	GSCs	QPP glioblastoma stem cells, Pten-/- p53-/- QKI-/- with QKI-6 overexpresion	GEO	GSE84132	GSM2227582	mm10	Shingu T, Ho AL, Yuan L, Zhou X et al.	Shingu T, Ho AL, Yuan L, Zhou X et al. Qki deficiency maintains stemness of glioma stem cells in suboptimal environment by downregulating endolysosomal degradation. Nat Genet 2017 Jan;49(1):75-86.	27841882	Qki deficiency maintains stemness of glioma stem cells in suboptimal environment by downregulating endolysosomal degradation.
SBDM100	Mus musculus	dCLIP	Cbx7	mESC	CAST/Ei x 129/Sv/Jae, female, vector Cbx7, rep 1	GEO	GSE88823	GSM2349423	mm9	Rosenberg M, et al. Cell Syst2017 	Rosenberg M, Blum R, Kesner B, Maier VK et al. Denaturing CLIP, dCLIP, Pipeline Identifies Discrete RNA Footprints on Chromatin-Associated Proteins and Reveals that CBX7 Targets 3' UTRs to Regulate mRNA Expression. Cell Syst2017 Oct 25;5(4):368-385.e15. 	29073373	Denaturing CLIP, dCLIP, Pipeline Identifies Discrete RNA Footprints on Chromatin-Associated Proteins and Reveals that CBX7 Targets 4' UTRs to Regulate mRNA Expression
SBDM101	Mus musculus	dCLIP	Cbx7	mESC	CAST/Ei x 129/Sv/Jae, female, vector Cbx7, rep 2	GEO	GSE88823	GSM2349425	mm9	Rosenberg M, et al. Cell Syst2017 	Rosenberg M, Blum R, Kesner B, Maier VK et al. Denaturing CLIP, dCLIP, Pipeline Identifies Discrete RNA Footprints on Chromatin-Associated Proteins and Reveals that CBX7 Targets 3' UTRs to Regulate mRNA Expression. Cell Syst2017 Oct 25;5(4):368-385.e15. 	29073373	Denaturing CLIP, dCLIP, Pipeline Identifies Discrete RNA Footprints on Chromatin-Associated Proteins and Reveals that CBX7 Targets 6' UTRs to Regulate mRNA Expression
SBDM102	Mus musculus	dCLIP	Cbx7	mESC	CAST/Ei x 129/Sv/Jae, female, vector Cbx7, rep 3	GEO	GSE88823	GSM2349426	mm9	Rosenberg M, et al. Cell Syst2017 	Rosenberg M, Blum R, Kesner B, Maier VK et al. Denaturing CLIP, dCLIP, Pipeline Identifies Discrete RNA Footprints on Chromatin-Associated Proteins and Reveals that CBX7 Targets 3' UTRs to Regulate mRNA Expression. Cell Syst2017 Oct 25;5(4):368-385.e15. 	29073373	Denaturing CLIP, dCLIP, Pipeline Identifies Discrete RNA Footprints on Chromatin-Associated Proteins and Reveals that CBX7 Targets 7' UTRs to Regulate mRNA Expression
SBDM103	Mus musculus	iCLIP	Rbm10	MEPA	Mandibular Mouse Embryonic Pharyngeal Arch, 11.5 d.p.c. embryos from CD1 females	GEO	GSE89270	GSE89270	mm9	Rodor J, FitzPatrick DR, Eyras E, Cáceres JF.	Rodor J, FitzPatrick DR, Eyras E, Cáceres JF. The RNA-binding landscape of RBM10 and its role in alternative splicing regulation in models of mouse early development. RNA Biol 2017 Jan 2;14(1):45-57.	27763814	The RNA-binding landscape of RBM10 and its role in alternative splicing regulation in models of mouse early development.
SBDM107	Mus musculus	FLASH-CLIP-seq	Dhx9	WT26	strain: C57BL/6x129sV, ES-derived neural progenitor cells, DHX9-Rb, rep 2	GEO	GSE89598	GSE89598	mm10	Aktaş T, et al.  Nature 2017	Aktaş T, Avşar Ilık İ, Maticzka D, Bhardwaj V et al. DHX9 suppresses RNA processing defects originating from the Alu invasion of the human genome. Nature 2017 Apr 6;544(7648):115-119. PMID: 28355180	28355180	DHX9 suppresses RNA processing defects originating from the Alu invasion of the human genome
SBDM108	Mus musculus	FLASH-CLIP-seq	Dhx9	WT26	XL8 DHX9-Rb ESC	GEO	GSE89751	GSE89751	mm10	Aktaş T, et al.  Nature 2017	Aktaş T, Avşar Ilık İ, Maticzka D, Bhardwaj V et al. DHX9 suppresses RNA processing defects originating from the Alu invasion of the human genome. Nature 2017 Apr 6;544(7648):115-119. PMID: 28355180	28355180	DHX9 suppresses RNA processing defects originating from the Alu invasion of the human genome
SBDM109	Mus musculus	uvCLAP-CLIP-seq	Dhx9	NPCs	neural precursor cells, F3 mmDHX9-mNPC rep1-2	GEO	GSE85155	GSE85155	mm10	Aktaş T, et al.  Nature 2017	Aktaş T, Avşar Ilık İ, Maticzka D, Bhardwaj V et al. DHX9 suppresses RNA processing defects originating from the Alu invasion of the human genome. Nature 2017 Apr 6;544(7648):115-119. PMID: 28355180	28355180	DHX9 suppresses RNA processing defects originating from the Alu invasion of the human genome
SBDM110	Mus musculus	uvCLAP-CLIP-seq	Dhx9	WT26	F3 mmDHX9-mESC rep1-2	GEO	GSE85155	GSE85155	mm10	Aktaş T, et al.  Nature 2017	Aktaş T, Avşar Ilık İ, Maticzka D, Bhardwaj V et al. DHX9 suppresses RNA processing defects originating from the Alu invasion of the human genome. Nature 2017 Apr 6;544(7648):115-119. PMID: 28355180	28355180	DHX9 suppresses RNA processing defects originating from the Alu invasion of the human genome
SBDM111	Mus musculus	uvCLAP-CLIP-seq	Msl1	NPCs	neural precursor cells, F3 mmMSL1-mESC rep1-2	GEO	GSE85155	GSE85155	mm10	Aktaş T, et al.  Nature 2017	Aktaş T, Avşar Ilık İ, Maticzka D, Bhardwaj V et al. DHX9 suppresses RNA processing defects originating from the Alu invasion of the human genome. Nature 2017 Apr 6;544(7648):115-119. PMID: 28355180	28355180	DHX9 suppresses RNA processing defects originating from the Alu invasion of the human genome
SBDM112	Mus musculus	uvCLAP-CLIP-seq	Msl2	NPCs	neural precursor cells, F3 mmMSL2-mESC rep1-2	GEO	GSE85155	GSE85155	mm10	Aktaş T, et al.  Nature 2017	Aktaş T, Avşar Ilık İ, Maticzka D, Bhardwaj V et al. DHX9 suppresses RNA processing defects originating from the Alu invasion of the human genome. Nature 2017 Apr 6;544(7648):115-119. PMID: 28355180	28355180	DHX9 suppresses RNA processing defects originating from the Alu invasion of the human genome
SBDM113	Mus musculus	iCLIP	Pum1	brain	Pum1 global knockout Pum1 iClip rep1	GEO	GSE95195	GSM2498537	mm10	Zhang M, et al. Genes Dev, 2017	Zhang M, Chen D, Xia J, Han W, Cui X, Neuenkirchen N, Hermes G, Sestan N, Lin H. Post-transcriptional regulation of mouse neurogenesis by Pumilio proteins.Genes Dev. 2017 Aug 9. doi: 10.1101/gad.298752.117.	28794184	 Post-transcriptional regulation of mouse neurogenesis by Pumilio proteins
SBDM114	Mus musculus	iCLIP	Pum2	brain	Pum2 global knockout Pum2 iClip rep1	GEO	GSE95195	GSM2498538	mm10	Zhang M, et al. Genes Dev, 2017	Zhang M, Chen D, Xia J, Han W, Cui X, Neuenkirchen N, Hermes G, Sestan N, Lin H. Post-transcriptional regulation of mouse neurogenesis by Pumilio proteins.Genes Dev. 2017 Aug 9. doi: 10.1101/gad.298752.117.	28794184	 Post-transcriptional regulation of mouse neurogenesis by Pumilio proteins
SBDM115	Mus musculus	iCLIP	Pum1	brain	WT Pum1 iClip rep1	GEO	GSE95195	GSM2498539	mm10	Zhang M, et al. Genes Dev, 2017	Zhang M, Chen D, Xia J, Han W, Cui X, Neuenkirchen N, Hermes G, Sestan N, Lin H. Post-transcriptional regulation of mouse neurogenesis by Pumilio proteins.Genes Dev. 2017 Aug 9. doi: 10.1101/gad.298752.117.	28794184	 Post-transcriptional regulation of mouse neurogenesis by Pumilio proteins
SBDM116	Mus musculus	iCLIP	Pum2	brain	WT Pum2 iClip rep1	GEO	GSE95195	GSM2498540	mm10	Zhang M, et al. Genes Dev, 2017	Zhang M, Chen D, Xia J, Han W, Cui X, Neuenkirchen N, Hermes G, Sestan N, Lin H. Post-transcriptional regulation of mouse neurogenesis by Pumilio proteins.Genes Dev. 2017 Aug 9. doi: 10.1101/gad.298752.117.	28794184	 Post-transcriptional regulation of mouse neurogenesis by Pumilio proteins
SBDM117	Mus musculus	iCLIP	Pum2	brain	Pum2 global knockout Pum2 iClip rep2	GEO	GSE95195	GSM2498542	mm10	Zhang M, et al. Genes Dev, 2017	Zhang M, Chen D, Xia J, Han W, Cui X, Neuenkirchen N, Hermes G, Sestan N, Lin H. Post-transcriptional regulation of mouse neurogenesis by Pumilio proteins.Genes Dev. 2017 Aug 9. doi: 10.1101/gad.298752.117.	28794184	 Post-transcriptional regulation of mouse neurogenesis by Pumilio proteins
SBDM118	Mus musculus	iCLIP	Pum1	brain	WT Pum1 iClip rep2	GEO	GSE95195	GSM2498543	mm10	Zhang M, et al. Genes Dev, 2017	Zhang M, Chen D, Xia J, Han W, Cui X, Neuenkirchen N, Hermes G, Sestan N, Lin H. Post-transcriptional regulation of mouse neurogenesis by Pumilio proteins.Genes Dev. 2017 Aug 9. doi: 10.1101/gad.298752.117.	28794184	 Post-transcriptional regulation of mouse neurogenesis by Pumilio proteins
SBDM119	Mus musculus	iCLIP	Pum2	brain	WT Pum2 iClip rep2	GEO	GSE95195	GSM2498544	mm10	Zhang M, et al. Genes Dev, 2017	Zhang M, Chen D, Xia J, Han W, Cui X, Neuenkirchen N, Hermes G, Sestan N, Lin H. Post-transcriptional regulation of mouse neurogenesis by Pumilio proteins.Genes Dev. 2017 Aug 9. doi: 10.1101/gad.298752.117.	28794184	 Post-transcriptional regulation of mouse neurogenesis by Pumilio proteins
SBDM120	Mus musculus	PAR-CLIP	Lrpprc	MEF	Mouse embryonic fibroblasts, MEFs-experimental	GEO	GSE100731	GSM2692144	mm10	Siira SJ, et al. Nat Commun 2017	Siira SJ, Spåhr H, Shearwood AJ, Ruzzenente B et al. LRPPRC-mediated folding of the mitochondrial transcriptome. Nat Commun 2017 Nov 16	29146908	LRPPRC-mediated folding of the mitochondrial transcriptome
SBDM121	Mus musculus	HITS-CLIP	Qk	brain	CD1, E14.5	GEO	GSE103247	GSM2758970	mm9	-	-	-	-
SBDM122	Mus musculus	HITS-CLIP	Mbnl3	BL6	age: E15 (15dpc), tissue: Forelimb, genotype/variation: WT	GEO	GSE46207	GSE46207	mm9	Poulos MG, et al. Hum Mol Genet 2013	Poulos MG, Batra R, Li M, Yuan Y et al. Progressive impairment of muscle regeneration in muscleblind-like 3 isoform knockout mice. Hum Mol Genet 2013 Sep 1;22(17):3547-58	23660517	Progressive impairment of muscle regeneration in muscleblind-like 3 isoform knockout mice
SBDM123	Mus musculus	HITS-CLIP	Mbnl3	C2C12	treatment: DMEM + 20%FBS, genotype/variation: WT	GEO	GSE46207	GSE46207	mm9	Poulos MG, et al. Hum Mol Genet 2013	Poulos MG, Batra R, Li M, Yuan Y et al. Progressive impairment of muscle regeneration in muscleblind-like 3 isoform knockout mice. Hum Mol Genet 2013 Sep 1;22(17):3547-58	23660517	Progressive impairment of muscle regeneration in muscleblind-like 3 isoform knockout mice
